AIS,Ano,Data,Hora,Dia da Semana,Gênero da Vítima,Idade da Vítima,Escolaridade da Vítima,Raça da Vítima
AIS 19,2021,20/07/2021,11,Terça,Feminino,37,Ensino Fundamental Completo,Branca
AIS 09,2021,20/07/2021,12,Terça,Feminino,42,Ensino Fundamental Incompleto,Não Informada
AIS 09,2021,20/07/2021,14,Terça,Feminino,34,Não Informada,Não Informada
AIS 14,2021,20/07/2021,14,Terça,Feminino,38,Ensino Fundamental Completo,Não Informada
AIS 09,2021,20/07/2021,15,Terça,Feminino,67,Ensino Fundamental Incompleto,Não Informada
AIS 12,2021,20/07/2021,17,Terça,Feminino,59,Alfabetizado,Não Informada
AIS 03,2021,20/07/2021,18,Terça,Feminino,26,Ensino Médio Completo,Não Informada
AIS 14,2021,20/07/2021,18,Terça,Feminino,24,Ensino Médio Completo,Parda
AIS 20,2021,20/07/2021,19,Terça,Feminino,17,Ensino Médio Completo,Não Informada
AIS 17,2021,20/07/2021,19,Terça,Feminino,31,Ensino Médio Completo,Não Informada
AIS 17,2021,20/07/2021,19,Terça,Feminino,57,Ensino Fundamental Incompleto,Não Informada
AIS 05,2021,20/07/2021,19,Terça,Feminino,39,Ensino Médio Incompleto,Não Informada
AIS 14,2021,20/07/2021,19,Terça,Feminino,33,Ensino Médio Completo,Não Informada
AIS 06,2021,20/07/2021,20,Terça,Feminino,25,Não Alfabetizado,Não Informada
AIS 14,2021,20/07/2021,20,Terça,Feminino,32,Não Alfabetizado,Não Informada
AIS 15,2021,20/07/2021,21,Terça,Feminino,33,Ensino Fundamental Incompleto,Não Informada
AIS 03,2021,20/07/2021,21,Terça,Feminino,33,Ensino Médio Completo,Não Informada
AIS 18,2021,20/07/2021,21,Terça,Feminino,45,Alfabetizado,Parda
AIS 20,2021,20/07/2021,22,Terça,Feminino,26,Ensino Médio Completo,Não Informada
AIS 13,2021,20/07/2021,22,Terça,Feminino,34,Alfabetizado,Não Informada
AIS 06,2021,20/07/2021,22,Terça,Feminino,57,Ensino Fundamental Incompleto,Não Informada
AIS 06,2021,20/07/2021,23,Terça,Feminino,42,Não Informada,Não Informada
AIS 07,2021,20/07/2021,23,Terça,Feminino,51,Superior Completo,Não Informada
AIS 19,2021,21/07/2021,5,Quarta,Feminino,85,Não Informada,Parda
AIS 19,2021,21/07/2021,7,Quarta,Feminino,39,Alfabetizado,Parda
AIS 09,2021,21/07/2021,7,Quarta,Feminino,44,Alfabetizado,Não Informada
AIS 19,2021,21/07/2021,8,Quarta,Feminino,23,Alfabetizado,Não Informada
AIS 11,2021,21/07/2021,8,Quarta,Feminino,17,Ensino Médio Incompleto,Parda
AIS 19,2021,21/07/2021,9,Quarta,Feminino,21,Alfabetizado,Não Informada
AIS 13,2021,21/07/2021,9,Quarta,Feminino,23,Ensino Médio Completo,Não Informada
AIS 13,2021,21/07/2021,10,Quarta,Feminino,23,Ensino Médio Completo,Não Informada
AIS 13,2021,21/07/2021,10,Quarta,Feminino,24,Ensino Médio Completo,Não Informada
AIS 24,2021,21/07/2021,10,Quarta,Feminino,19,Ensino Médio Completo,Não Informada
AIS 03,2021,21/07/2021,10,Quarta,Feminino,35,Não Informada,Não Informada
AIS 14,2021,21/07/2021,11,Quarta,Feminino,Não Informada,Ensino Fundamental Incompleto,Não Informada
AIS 03,2021,21/07/2021,11,Quarta,Feminino,32,Ensino Fundamental Incompleto,Não Informada
AIS 24,2021,21/07/2021,11,Quarta,Feminino,40,Ensino Médio Completo,Não Informada
AIS 19,2021,21/07/2021,11,Quarta,Feminino,64,Alfabetizado,Não Informada
AIS 18,2021,21/07/2021,12,Quarta,Feminino,18,Alfabetizado,Não Informada
AIS 21,2021,21/07/2021,12,Quarta,Feminino,30,Ensino Fundamental Completo,Não Informada
AIS 19,2021,21/07/2021,12,Quarta,Feminino,47,Não Alfabetizado,Não Informada
AIS 14,2021,21/07/2021,12,Quarta,Feminino,23,Não Informada,Não Informada
AIS 05,2021,21/07/2021,13,Quarta,Feminino,42,Ensino Médio Completo,Não Informada
AIS 15,2021,21/07/2021,13,Quarta,Feminino,56,Ensino Fundamental Incompleto,Não Informada
AIS 09,2021,21/07/2021,14,Quarta,Feminino,37,Ensino Fundamental Incompleto,Não Informada
AIS 07,2021,21/07/2021,15,Quarta,Feminino,32,Ensino Fundamental Completo,Não Informada
AIS 18,2021,21/07/2021,16,Quarta,Feminino,30,Ensino Fundamental Incompleto,Preta
AIS 06,2021,21/07/2021,16,Quarta,Feminino,32,Alfabetizado,Não Informada
AIS 14,2021,21/07/2021,17,Quarta,Feminino,24,Ensino Médio Completo,Parda
AIS 14,2021,21/07/2021,17,Quarta,Feminino,29,Alfabetizado,Não Informada
AIS 13,2021,21/07/2021,17,Quarta,Feminino,36,Alfabetizado,Parda
AIS 06,2021,21/07/2021,17,Quarta,Feminino,16,Ensino Médio Incompleto,Não Informada
AIS 17,2021,21/07/2021,18,Quarta,Feminino,60,Superior Completo,Não Informada
AIS 17,2021,21/07/2021,18,Quarta,Feminino,30,Ensino Médio Completo,Não Informada
AIS 06,2021,21/07/2021,18,Quarta,Feminino,22,Ensino Médio Completo,Não Informada
AIS 19,2021,21/07/2021,19,Quarta,Feminino,46,Ensino Fundamental Incompleto,Parda
AIS 04,2021,21/07/2021,19,Quarta,Feminino,32,Ensino Médio Completo,Não Informada
AIS 16,2021,21/07/2021,20,Quarta,Feminino,21,Ensino Fundamental Completo,Preta
AIS 19,2021,21/07/2021,20,Quarta,Feminino,50,Alfabetizado,Parda
AIS 19,2021,21/07/2021,21,Quarta,Feminino,40,Alfabetizado,Não Informada
AIS 12,2021,21/07/2021,21,Quarta,Feminino,55,Ensino Médio Completo,Branca
AIS 04,2021,21/07/2021,21,Quarta,Feminino,39,Superior Incompleto,Não Informada
AIS 14,2021,21/07/2021,22,Quarta,Feminino,15,Não Informada,Não Informada
AIS 01,2021,21/07/2021,22,Quarta,Feminino,33,Alfabetizado,Parda
AIS 06,2021,21/07/2021,23,Quarta,Feminino,36,Alfabetizado,Não Informada
AIS 09,2021,22/07/2021,4,Quinta,Feminino,72,Ensino Fundamental Incompleto,Não Informada
AIS 18,2021,22/07/2021,6,Quinta,Feminino,21,Ensino Fundamental Completo,Não Informada
AIS 02,2021,22/07/2021,7,Quinta,Feminino,32,Alfabetizado,Não Informada
AIS 03,2021,22/07/2021,7,Quinta,Feminino,37,Ensino Médio Incompleto,Parda
AIS 06,2021,22/07/2021,8,Quinta,Feminino,57,Ensino Fundamental Incompleto,Não Informada
AIS 18,2021,22/07/2021,9,Quinta,Feminino,42,Alfabetizado,Parda
AIS 14,2021,22/07/2021,9,Quinta,Feminino,29,Ensino Médio Completo,Não Informada
AIS 06,2021,22/07/2021,9,Quinta,Feminino,33,Ensino Médio Completo,Branca
AIS 17,2021,22/07/2021,11,Quinta,Feminino,49,Ensino Médio Completo,Não Informada
AIS 03,2021,22/07/2021,11,Quinta,Feminino,38,Ensino Médio Completo,Parda
AIS 07,2021,22/07/2021,11,Quinta,Feminino,36,Superior Incompleto,Não Informada
AIS 12,2021,22/07/2021,12,Quinta,Feminino,Não Informada,Não Informada,Não Informada
AIS 12,2021,22/07/2021,12,Quinta,Feminino,13,Não Informada,Não Informada
AIS 19,2021,22/07/2021,12,Quinta,Feminino,41,Ensino Fundamental Incompleto,Parda
AIS 12,2021,22/07/2021,12,Quinta,Feminino,51,Ensino Fundamental Completo,Não Informada
AIS 14,2021,22/07/2021,13,Quinta,Feminino,16,Ensino Médio Incompleto,Branca
AIS 24,2021,22/07/2021,13,Quinta,Feminino,44,Ensino Médio Completo,Parda
AIS 21,2021,22/07/2021,13,Quinta,Feminino,55,Superior Incompleto,Não Informada
AIS 04,2021,22/07/2021,14,Quinta,Feminino,21,Ensino Médio Incompleto,Não Informada
AIS 19,2021,22/07/2021,14,Quinta,Feminino,46,Ensino Médio Incompleto,Parda
AIS 20,2021,22/07/2021,14,Quinta,Feminino,66,Ensino Médio Completo,Não Informada
AIS 24,2021,22/07/2021,14,Quinta,Feminino,38,Ensino Médio Completo,Não Informada
AIS 24,2021,22/07/2021,15,Quinta,Feminino,27,Ensino Médio Incompleto,Não Informada
AIS 20,2021,22/07/2021,15,Quinta,Feminino,36,Alfabetizado,Não Informada
AIS 20,2021,22/07/2021,15,Quinta,Feminino,58,Ensino Fundamental Incompleto,Não Informada
AIS 09,2021,22/07/2021,16,Quinta,Feminino,41,Não Alfabetizado,Não Informada
AIS 17,2021,22/07/2021,16,Quinta,Feminino,40,Alfabetizado,Não Informada
AIS 19,2021,22/07/2021,16,Quinta,Feminino,74,Alfabetizado,Não Informada
AIS 13,2021,22/07/2021,17,Quinta,Feminino,38,Ensino Médio Completo,Parda
AIS 05,2021,22/07/2021,17,Quinta,Feminino,28,Ensino Fundamental Incompleto,Não Informada
AIS 11,2021,22/07/2021,19,Quinta,Feminino,28,Ensino Médio Completo,Não Informada
AIS 06,2021,22/07/2021,19,Quinta,Feminino,31,Ensino Médio Completo,Parda
AIS 19,2021,22/07/2021,20,Quinta,Feminino,30,Ensino Fundamental Incompleto,Parda
AIS 04,2021,22/07/2021,20,Quinta,Feminino,40,Ensino Fundamental Completo,Não Informada
AIS 18,2021,22/07/2021,21,Quinta,Feminino,29,Superior Completo,Parda
AIS 11,2021,22/07/2021,21,Quinta,Feminino,71,Não Alfabetizado,Não Informada
AIS 06,2021,22/07/2021,22,Quinta,Feminino,30,Ensino Fundamental Incompleto,Não Informada
AIS 01,2021,22/07/2021,22,Quinta,Feminino,33,Ensino Médio Completo,Não Informada
AIS 01,2021,22/07/2021,22,Quinta,Feminino,33,Ensino Médio Completo,Não Informada
AIS 12,2021,22/07/2021,22,Quinta,Feminino,16,Ensino Médio Incompleto,Não Informada
AIS 11,2021,22/07/2021,22,Quinta,Feminino,25,Ensino Fundamental Completo,Não Informada
AIS 02,2021,22/07/2021,23,Quinta,Feminino,37,Ensino Médio Completo,Não Informada
AIS 19,2021,23/07/2021,0,Sexta,Feminino,43,Alfabetizado,Preta
AIS 25,2021,23/07/2021,0,Sexta,Feminino,24,Ensino Médio Incompleto,Não Informada
AIS 09,2021,23/07/2021,0,Sexta,Feminino,38,Ensino Médio Completo,Não Informada
AIS 06,2021,23/07/2021,2,Sexta,Feminino,24,Ensino Fundamental Completo,Não Informada
AIS 06,2021,23/07/2021,3,Sexta,Feminino,41,Ensino Fundamental Incompleto,Não Informada
AIS 25,2021,23/07/2021,5,Sexta,Feminino,16,Ensino Fundamental Completo,Não Informada
AIS 19,2021,23/07/2021,7,Sexta,Feminino,38,Ensino Fundamental Incompleto,Não Informada
AIS 03,2021,23/07/2021,8,Sexta,Feminino,42,Ensino Médio Completo,Não Informada
AIS 19,2021,23/07/2021,8,Sexta,Feminino,40,Superior Completo,Não Informada
AIS 19,2021,23/07/2021,9,Sexta,Feminino,20,Ensino Fundamental Completo,Não Informada
AIS 05,2021,23/07/2021,9,Sexta,Feminino,34,Não Informada,Não Informada
AIS 19,2021,23/07/2021,10,Sexta,Feminino,24,Alfabetizado,Não Informada
AIS 14,2021,23/07/2021,10,Sexta,Feminino,39,Ensino Fundamental Incompleto,Parda
AIS 06,2021,23/07/2021,11,Sexta,Feminino,57,Ensino Médio Completo,Não Informada
AIS 06,2021,23/07/2021,11,Sexta,Feminino,57,Ensino Médio Completo,Não Informada
AIS 13,2021,23/07/2021,11,Sexta,Feminino,24,Ensino Médio Completo,Não Informada
AIS 09,2021,23/07/2021,12,Sexta,Feminino,18,Não Informada,Não Informada
AIS 21,2021,23/07/2021,12,Sexta,Feminino,Não Informada,Ensino Médio Incompleto,Não Informada
AIS 01,2021,23/07/2021,14,Sexta,Feminino,33,Ensino Fundamental Incompleto,Não Informada
AIS 07,2021,23/07/2021,14,Sexta,Feminino,51,Superior Completo,Não Informada
AIS 19,2021,23/07/2021,14,Sexta,Feminino,40,Ensino Médio Completo,Parda
AIS Não Identificada (Fortaleza),2021,23/07/2021,15,Sexta,Feminino,31,Ensino Fundamental Completo,Não Informada
AIS 07,2021,23/07/2021,16,Sexta,Feminino,33,Ensino Fundamental Incompleto,Não Informada
AIS 24,2021,23/07/2021,17,Sexta,Feminino,21,Ensino Fundamental Completo,Não Informada
AIS 20,2021,23/07/2021,17,Sexta,Feminino,22,Ensino Médio Completo,Não Informada
AIS 17,2021,23/07/2021,19,Sexta,Feminino,14,Ensino Fundamental Incompleto,Não Informada
AIS 21,2021,23/07/2021,19,Sexta,Feminino,25,Ensino Fundamental Completo,Não Informada
AIS 02,2021,23/07/2021,19,Sexta,Feminino,26,Ensino Fundamental Completo,Não Informada
AIS 01,2021,23/07/2021,19,Sexta,Feminino,63,Não Informada,Não Informada
AIS 11,2021,23/07/2021,20,Sexta,Feminino,30,Ensino Médio Completo,Não Informada
AIS 18,2021,23/07/2021,20,Sexta,Feminino,56,Ensino Fundamental Incompleto,Não Informada
AIS 11,2021,23/07/2021,20,Sexta,Feminino,60,Ensino Fundamental Completo,Não Informada
AIS 19,2021,23/07/2021,21,Sexta,Feminino,53,Alfabetizado,Não Informada
AIS 21,2021,23/07/2021,21,Sexta,Feminino,49,Superior Completo,Não Informada
AIS 12,2021,23/07/2021,23,Sexta,Feminino,17,Alfabetizado,Não Informada
AIS 12,2021,23/07/2021,23,Sexta,Feminino,28,Ensino Médio Completo,Não Informada
AIS 11,2021,23/07/2021,23,Sexta,Feminino,20,Ensino Fundamental Completo,Não Informada
AIS 11,2021,23/07/2021,23,Sexta,Feminino,52,Ensino Fundamental Completo,Parda
AIS 03,2021,23/07/2021,23,Sexta,Feminino,44,Não Informada,Não Informada
AIS 13,2021,23/07/2021,23,Sexta,Feminino,43,Alfabetizado,Não Informada
AIS 19,2021,23/07/2021,23,Sexta,Feminino,34,Ensino Fundamental Incompleto,Não Informada
AIS Não Identificada (Fortaleza),2021,24/07/2021,0,Sábado,Feminino,35,Ensino Médio Incompleto,Não Informada
AIS 19,2021,24/07/2021,0,Sábado,Feminino,36,Ensino Fundamental Incompleto,Não Informada
AIS 21,2021,24/07/2021,1,Sábado,Feminino,15,Ensino Médio Incompleto,Não Informada
AIS 05,2021,24/07/2021,1,Sábado,Feminino,23,Superior Completo,Não Informada
AIS 22,2021,24/07/2021,2,Sábado,Feminino,35,Alfabetizado,Parda
AIS 17,2021,24/07/2021,3,Sábado,Feminino,40,Alfabetizado,Branca
AIS 13,2021,24/07/2021,5,Sábado,Feminino,38,Alfabetizado,Não Informada
AIS 09,2021,24/07/2021,6,Sábado,Feminino,38,Ensino Fundamental Completo,Preta
AIS 23,2021,24/07/2021,7,Sábado,Feminino,19,Ensino Médio Completo,Não Informada
AIS 09,2021,24/07/2021,8,Sábado,Feminino,24,Alfabetizado,Parda
AIS 21,2021,24/07/2021,9,Sábado,Feminino,39,Ensino Médio Incompleto,Não Informada
AIS 24,2021,24/07/2021,10,Sábado,Feminino,24,Ensino Médio Incompleto,Não Informada
AIS 17,2021,24/07/2021,10,Sábado,Feminino,47,Ensino Médio Completo,Não Informada
AIS Não Identificada (Fortaleza),2021,24/07/2021,10,Sábado,Feminino,39,Ensino Médio Completo,Parda
AIS 20,2021,24/07/2021,11,Sábado,Feminino,45,Ensino Fundamental Incompleto,Não Informada
AIS 18,2021,24/07/2021,12,Sábado,Feminino,29,Alfabetizado,Branca
AIS 23,2021,24/07/2021,12,Sábado,Feminino,26,Ensino Fundamental Completo,Branca
AIS 06,2021,24/07/2021,13,Sábado,Feminino,35,Ensino Médio Completo,Não Informada
AIS 19,2021,24/07/2021,13,Sábado,Feminino,61,Não Alfabetizado,Não Informada
AIS 25,2021,24/07/2021,14,Sábado,Feminino,32,Ensino Médio Incompleto,Não Informada
AIS 14,2021,24/07/2021,15,Sábado,Feminino,42,Alfabetizado,Não Informada
AIS 19,2021,24/07/2021,16,Sábado,Feminino,33,Superior Completo,Não Informada
AIS 01,2021,24/07/2021,17,Sábado,Feminino,34,Alfabetizado,Não Informada
AIS 09,2021,24/07/2021,17,Sábado,Feminino,20,Superior Incompleto,Não Informada
AIS 17,2021,24/07/2021,17,Sábado,Feminino,37,Ensino Médio Incompleto,Não Informada
AIS 24,2021,24/07/2021,18,Sábado,Feminino,29,Ensino Fundamental Completo,Não Informada
AIS 13,2021,24/07/2021,18,Sábado,Feminino,34,Superior Completo,Não Informada
AIS 19,2021,24/07/2021,19,Sábado,Feminino,30,Ensino Fundamental Incompleto,Não Informada
AIS 06,2021,24/07/2021,19,Sábado,Feminino,47,Superior Completo,Não Informada
AIS 19,2021,24/07/2021,20,Sábado,Feminino,29,Alfabetizado,Parda
AIS 19,2021,24/07/2021,20,Sábado,Feminino,34,Ensino Médio Incompleto,Não Informada
AIS 15,2021,24/07/2021,20,Sábado,Feminino,36,Alfabetizado,Não Informada
AIS 14,2021,24/07/2021,20,Sábado,Feminino,45,Ensino Médio Completo,Não Informada
AIS 15,2021,24/07/2021,20,Sábado,Feminino,54,Ensino Fundamental Incompleto,Parda
AIS 02,2021,24/07/2021,21,Sábado,Feminino,40,Alfabetizado,Não Informada
AIS 14,2021,24/07/2021,21,Sábado,Feminino,40,Alfabetizado,Não Informada
AIS 23,2021,24/07/2021,21,Sábado,Feminino,57,Ensino Fundamental Incompleto,Não Informada
AIS 07,2021,24/07/2021,22,Sábado,Feminino,31,Não Informada,Não Informada
AIS 23,2021,24/07/2021,22,Sábado,Feminino,48,Alfabetizado,Não Informada
AIS 19,2021,24/07/2021,22,Sábado,Feminino,64,Alfabetizado,Não Informada
AIS 15,2021,24/07/2021,22,Sábado,Feminino,36,Superior Completo,Branca
AIS 02,2021,24/07/2021,22,Sábado,Feminino,20,Ensino Fundamental Incompleto,Não Informada
AIS 02,2021,24/07/2021,23,Sábado,Feminino,18,Ensino Fundamental Incompleto,Não Informada
AIS 19,2021,24/07/2021,23,Sábado,Feminino,23,Ensino Fundamental Incompleto,Parda
AIS 17,2021,24/07/2021,23,Sábado,Feminino,30,Ensino Fundamental Incompleto,Parda
AIS 15,2021,24/07/2021,23,Sábado,Feminino,31,Ensino Médio Completo,Não Informada
AIS 09,2021,25/07/2021,0,Domingo,Feminino,26,Ensino Fundamental Completo,Não Informada
AIS 19,2021,25/07/2021,1,Domingo,Feminino,31,Alfabetizado,Não Informada
AIS 16,2021,25/07/2021,1,Domingo,Feminino,32,Ensino Fundamental Incompleto,Não Informada
AIS 21,2021,25/07/2021,1,Domingo,Feminino,27,Ensino Fundamental Completo,Não Informada
AIS 09,2021,25/07/2021,3,Domingo,Feminino,18,Ensino Médio Completo,Não Informada
AIS 16,2021,25/07/2021,3,Domingo,Feminino,20,Ensino Fundamental Incompleto,Parda
AIS 16,2021,25/07/2021,3,Domingo,Feminino,33,Ensino Fundamental Completo,Parda
AIS 12,2021,25/07/2021,4,Domingo,Feminino,59,Ensino Fundamental Incompleto,Não Informada
AIS 20,2021,25/07/2021,6,Domingo,Feminino,36,Ensino Médio Completo,Não Informada
AIS 14,2021,25/07/2021,7,Domingo,Feminino,24,Alfabetizado,Parda
AIS 04,2021,25/07/2021,7,Domingo,Feminino,42,Ensino Fundamental Incompleto,Não Informada
AIS 14,2021,25/07/2021,9,Domingo,Feminino,19,Ensino Fundamental Completo,Não Informada
AIS 11,2021,25/07/2021,10,Domingo,Feminino,40,Alfabetizado,Não Informada
AIS 01,2021,25/07/2021,10,Domingo,Feminino,53,Ensino Médio Completo,Não Informada
AIS 19,2021,25/07/2021,10,Domingo,Feminino,67,Alfabetizado,Não Informada
AIS 01,2021,25/07/2021,12,Domingo,Feminino,42,Ensino Fundamental Incompleto,Não Informada
AIS 01,2021,25/07/2021,12,Domingo,Feminino,42,Ensino Fundamental Incompleto,Não Informada
AIS 17,2021,25/07/2021,12,Domingo,Feminino,43,Alfabetizado,Não Informada
AIS 17,2021,25/07/2021,14,Domingo,Feminino,30,Superior Completo,Parda
AIS 04,2021,25/07/2021,14,Domingo,Feminino,40,Superior Completo,Não Informada
AIS 08,2021,25/07/2021,14,Domingo,Feminino,39,Ensino Médio Completo,Não Informada
AIS 03,2021,25/07/2021,15,Domingo,Feminino,14,Não Informada,Não Informada
AIS 11,2021,25/07/2021,15,Domingo,Feminino,20,Alfabetizado,Não Informada
AIS 14,2021,25/07/2021,15,Domingo,Feminino,22,Ensino Fundamental Incompleto,Branca
AIS 18,2021,25/07/2021,15,Domingo,Feminino,39,Alfabetizado,Não Informada
AIS 11,2021,25/07/2021,15,Domingo,Feminino,49,Alfabetizado,Não Informada
AIS 11,2021,25/07/2021,15,Domingo,Feminino,49,Ensino Médio Completo,Não Informada
AIS 11,2021,25/07/2021,16,Domingo,Feminino,25,Ensino Médio Completo,Não Informada
